archive_path,size_bytes,sha256,media_type,section_role
03_FEEDBACK_LOOP/support_feedback_branch_split_q550.png,530446,0fcb0e85bcae14a7e145703470b40788659e322668a76fa171c207ff3888f754,image/png,"Loop opening, branch split, and gain-curtain diagnostics"
03_FEEDBACK_LOOP/support_feedback_branch_split_q550_raw.npz,42543,a0721d2a397c15542a57405ecebb2c0cae6c81823e1273852e7db395059f0a0b,application/octet-stream,"Loop opening, branch split, and gain-curtain diagnostics"
03_FEEDBACK_LOOP/support_feedback_branch_split_q550_report.txt,3351,9690fe5d2a5fd2eb4001483dd63ecf1d17c137efba7230a943473977952168ec,text/plain,"Loop opening, branch split, and gain-curtain diagnostics"
03_FEEDBACK_LOOP/support_feedback_branch_split_q550_summary.csv,766,5d54bf2fd15c6c9eb655add06c7766d16f48a514f1d204961fb4d53c8c4b14c0,text/csv,"Loop opening, branch split, and gain-curtain diagnostics"
03_FEEDBACK_LOOP/support_feedback_branch_split_q550_tangent.png,371820,c78ec469bb33e2bec975df2d1de6619d41fa2d5d67500cd88c2b9ceb2836280d,image/png,"Loop opening, branch split, and gain-curtain diagnostics"
03_FEEDBACK_LOOP/support_feedback_branch_split_q550_tangent_raw.npz,54740,b1d1f55c8fcd4e53581adc26cd8c0f5b6af21add012ba7bf23900b74f077bf00,application/octet-stream,"Loop opening, branch split, and gain-curtain diagnostics"
03_FEEDBACK_LOOP/support_feedback_branch_split_q550_tangent_report.txt,4205,cf8a464db65da6b10e7dbe129fd6a0986e55fc813b34e972a1825235915080cf,text/plain,"Loop opening, branch split, and gain-curtain diagnostics"
03_FEEDBACK_LOOP/support_feedback_branch_split_q550_tangent_summary.csv,1359,8f3256864f8561f0822e24c5eb3903579b958ff4f0fe328563fba667e1c9bc92,text/csv,"Loop opening, branch split, and gain-curtain diagnostics"
03_FEEDBACK_LOOP/support_feedback_branch_split_q550_tangent_timeseries.csv,133105,c29282903072f7cb5250b1698a961b605ca62d8a12e20076f79470fb4a7e5f67,text/csv,"Loop opening, branch split, and gain-curtain diagnostics"
03_FEEDBACK_LOOP/support_feedback_branch_split_q550_timeseries.csv,139783,b77274f1b7a1bd165682c593f80e237f49f8527f26ae4256d89e950fcf3e9115,text/csv,"Loop opening, branch split, and gain-curtain diagnostics"
03_FEEDBACK_LOOP/support_feedback_full_replay_mean_q550.png,1055891,3491a1c529e4a414f259c79a30db332ad488d0fadc6a8631254796bcbf4dfd02,image/png,"Loop opening, branch split, and gain-curtain diagnostics"
03_FEEDBACK_LOOP/support_feedback_full_replay_mean_q550_raw.npz,1346636,98ae3f1d9e490f94c099915899a1697b2e063876b35b55e34aed40b66dec2d2a,application/octet-stream,"Loop opening, branch split, and gain-curtain diagnostics"
03_FEEDBACK_LOOP/support_feedback_full_replay_mean_q550_report.txt,2738,7a2364076e4fa30d007477be33f6c41f99172c1d632c954a71bb6a572187182c,text/plain,"Loop opening, branch split, and gain-curtain diagnostics"
03_FEEDBACK_LOOP/support_feedback_full_replay_mean_q550_summary.csv,322,bcad29acc1d2fe0bbc98010cd200ca860c0511abbc2ad07a886bf8c6d8f7518d,text/csv,"Loop opening, branch split, and gain-curtain diagnostics"
03_FEEDBACK_LOOP/support_feedback_full_replay_mean_q550_timeseries.csv,53179,140181724bc46a567ae52f102896c2f096df52e44f65267f8022e5eb969979f1,text/csv,"Loop opening, branch split, and gain-curtain diagnostics"
03_FEEDBACK_LOOP/support_feedback_gain_map_q550.png,412416,e46ab12dcf1ab5b2f486ef19d109f6873c29148ab5117f26ccc2e76afd0273b2,image/png,"Loop opening, branch split, and gain-curtain diagnostics"
03_FEEDBACK_LOOP/support_feedback_gain_map_q550_boundary.csv,2076,fca7f7ae114e6a488438c5a145704bf51be63271452be0359ad096719e7580c7,text/csv,"Loop opening, branch split, and gain-curtain diagnostics"
03_FEEDBACK_LOOP/support_feedback_gain_map_q550_map.csv,19395,3db2070194956e68e14c348f93ca8ec48517d8d8007042839aca0453c6a61a55,text/csv,"Loop opening, branch split, and gain-curtain diagnostics"
03_FEEDBACK_LOOP/support_feedback_gain_map_q550_raw.npz,10685,ab7924e6cbddf766cb0f16898ab692b9230624f0058b37254d57e001c7821123,application/octet-stream,"Loop opening, branch split, and gain-curtain diagnostics"
03_FEEDBACK_LOOP/support_feedback_gain_map_q550_report.txt,3269,85de35ece9532850bfd14460174f81eb6f415f8ca807f745498e8c537afadcd6,text/plain,"Loop opening, branch split, and gain-curtain diagnostics"
04_CURTAIN_VS_Q/support_feedback_curtain_focus_console_2.log,47385,ffe11520afb0eeac15445f72549c24bdbeee746e050dc6119f345f538305e5d5,application/octet-stream,Q-dependent neutral-curtain scans
04_CURTAIN_VS_Q/support_feedback_curtain_focus_critical_phase_map.png,67053,5a22c0c8a188d72453b13ae172d5a715e632b54ab188a474b5f343228c5a8d21,image/png,Q-dependent neutral-curtain scans
04_CURTAIN_VS_Q/support_feedback_curtain_focus_critical_phase_vs_q.png,52474,5c284988efcb7c1ca992fd5d3e597579da73aab63fb0d5e9ab78fc21a02017f3,image/png,Q-dependent neutral-curtain scans
04_CURTAIN_VS_Q/support_feedback_curtain_focus_points.csv,1691,3ae7178aef1372a5358ed58620393f82ce36a535e4361afbc7fc319b5224fa14,text/csv,Q-dependent neutral-curtain scans
04_CURTAIN_VS_Q/support_feedback_curtain_focus_q_summary.csv,1475,df4e7e8acddda25510426ec397b7f4ffeaecd5f9b5c69fb313ffff4847f75456,text/csv,Q-dependent neutral-curtain scans
04_CURTAIN_VS_Q/support_feedback_curtain_focus_q_touch_vs_kappa.png,55613,822aef57e336e4e0595142137417de2fed0b9e478fd623441fba64e1be6ad674,image/png,Q-dependent neutral-curtain scans
04_CURTAIN_VS_Q/support_feedback_curtain_focus_raw.npz,4501,090335c7cce71a9ce6e52c0016b7430a3641bcb9625d1f32f33ee7289df1f38f,application/octet-stream,Q-dependent neutral-curtain scans
04_CURTAIN_VS_Q/support_feedback_curtain_focus_report.txt,5966,0960f0fa125974b9c67fb35e2a3527ea7a80d937126e4b8c6bf1fc8e002c301d,text/plain,Q-dependent neutral-curtain scans
04_CURTAIN_VS_Q/support_feedback_curtain_focus_top_edge_lambda_vs_q.png,103672,91146d4195552007c202799bc8fdfbea30e80c1160089ab12c35547dd7149e9d,image/png,Q-dependent neutral-curtain scans
04_CURTAIN_VS_Q/support_feedback_curtain_focus_touch.csv,256,a10a05e16f416a1726aafac46595781cf67a6d5920ca8755e0d204af5f3ede5e,text/csv,Q-dependent neutral-curtain scans
04_CURTAIN_VS_Q/support_feedback_curtain_vs_q_console.log,93582,247de3dbc653c044a969401db0af12d5c063083e0c46bbba8864006854c91ed0,application/octet-stream,Q-dependent neutral-curtain scans
04_CURTAIN_VS_Q/support_feedback_curtain_vs_q_critical_phase_map.png,60961,2a60d28cc87cdfbd3f19e1932470b4ca2aaf465c79746483e14d258d9afbee99,image/png,Q-dependent neutral-curtain scans
04_CURTAIN_VS_Q/support_feedback_curtain_vs_q_critical_phase_vs_q.png,91244,daa252e078d430c5c4c81971f7fc5fafc735a00f98c63abf5990241db9cf78cf,image/png,Q-dependent neutral-curtain scans
04_CURTAIN_VS_Q/support_feedback_curtain_vs_q_points.csv,6663,61675abcb255feaaaac2881fe5ceba75776a47f499135f893d7793410101caaf,text/csv,Q-dependent neutral-curtain scans
04_CURTAIN_VS_Q/support_feedback_curtain_vs_q_q_summary.csv,2294,f846ff27717ea1f5f6db5b776a9046ca23d1046007e541fc1599c7d5399ae803,text/csv,Q-dependent neutral-curtain scans
04_CURTAIN_VS_Q/support_feedback_curtain_vs_q_q_touch_vs_kappa.png,93712,30fe1e6448289eb2ce61691f7115ce6bc7589e946135b60811b31ab45b98cd09,image/png,Q-dependent neutral-curtain scans
04_CURTAIN_VS_Q/support_feedback_curtain_vs_q_raw.npz,5755,029b7a51ccf219eeecbdd6655c5f16797128a46b1768b019cf64ac0b83d3b236,application/octet-stream,Q-dependent neutral-curtain scans
04_CURTAIN_VS_Q/support_feedback_curtain_vs_q_report.txt,8367,5d4664f5f875de6ca6452c332996918f6fb1adb0065179f8d0cfc763bcf91dff,text/plain,Q-dependent neutral-curtain scans
04_CURTAIN_VS_Q/support_feedback_curtain_vs_q_top_edge_lambda_vs_q.png,185983,21938b6b509cfa534024d7c77cf270be61f96a9459e55dd890418b95029c3061,image/png,Q-dependent neutral-curtain scans
04_CURTAIN_VS_Q/support_feedback_curtain_vs_q_touch.csv,622,7670aa47cbe43d90acb0b890a6fc90be16df48cedcce786c1b9c0c11dd9c9f2d,text/csv,Q-dependent neutral-curtain scans
05_PHASE_RESOLVED_TANGENT/support_tangent_cycle_audit_Q522p25.png,427294,d3179d24090502c040163eaa5ca51ada5ba330b1bbbc550d4e96fcd13e504e39,image/png,Reference-cycle tangent choreography
05_PHASE_RESOLVED_TANGENT/support_tangent_cycle_audit_Q550.png,404874,85f168bdd2091e86dd34b21035ca1ec31160b6735898cdbb838db80948658160,image/png,Reference-cycle tangent choreography
05_PHASE_RESOLVED_TANGENT/support_tangent_cycle_audit_comparison.png,476750,57d400c170c89ea0a19b1ea6926d632aff183dcfb0cf8f2238408a781c4ad96d,image/png,Reference-cycle tangent choreography
05_PHASE_RESOLVED_TANGENT/support_tangent_cycle_audit_console.log,5484,1be726c3257aa15782a5a7a53e8c3934fc991389ad9c9f482b5b44c1f333dd34,application/octet-stream,Reference-cycle tangent choreography
05_PHASE_RESOLVED_TANGENT/support_tangent_cycle_audit_periods.csv,18631,d7786e2fb07944d352a3d8de86909be9a50b4940ab3eb0e578d0b1c36072cc25,text/csv,Reference-cycle tangent choreography
05_PHASE_RESOLVED_TANGENT/support_tangent_cycle_audit_phase_profiles.csv,197806,feec8312d535d91b1ad7ab83927e45157047662e03de486d1242eb014e0af1dc,text/csv,Reference-cycle tangent choreography
05_PHASE_RESOLVED_TANGENT/support_tangent_cycle_audit_raw.npz,105026,e32d69f6285ca91cac820b149901df40da3d926a74b0b5c6b99c4ddbcd1e1e5b,application/octet-stream,Reference-cycle tangent choreography
05_PHASE_RESOLVED_TANGENT/support_tangent_cycle_audit_report.txt,4406,69f6ac326b415b1f0dd5ed9bfb0a923661ed4fab296ee5d3c1c9b24835f281e9,text/plain,Reference-cycle tangent choreography
05_PHASE_RESOLVED_TANGENT/support_tangent_cycle_audit_summary.csv,1954,ebff16d41d410cf7625a3017a73da36584fc132e7dddacc4857a675b307d1475,text/csv,Reference-cycle tangent choreography
06_ROTATING_MEMORY/support_rotating_memory_audit_Q522p25_growth.png,199631,32a8d785dd8c3c1721304d3d9e8dd26b928cf5f9a603bc4f9c4f6118c2f10467,image/png,True rotating-clock memory and handoff audit
06_ROTATING_MEMORY/support_rotating_memory_audit_Q522p25_handoff.png,106465,04c981fe9be6af676cbd389834972a65f12daf40242cb56a0d1d34077760eb64,image/png,True rotating-clock memory and handoff audit
06_ROTATING_MEMORY/support_rotating_memory_audit_Q522p25_mother_form.png,85319,fe19992a67884b3e6fbac56b76dabb259babad76d0d52bd892e56eb0bcbb781a,image/png,True rotating-clock memory and handoff audit
06_ROTATING_MEMORY/support_rotating_memory_audit_Q522p25_norm_relay_english.png,62835,8f174795291537889a227b9fcb2d75d563afd77442eb4ef26db30cb1dd5e25e6,image/png,True rotating-clock memory and handoff audit
06_ROTATING_MEMORY/support_rotating_memory_audit_Q550_growth.png,158730,59e484c309dc19143eeb14096c3dcbd87bfff1012142f08afede468c2ee915a8,image/png,True rotating-clock memory and handoff audit
06_ROTATING_MEMORY/support_rotating_memory_audit_Q550_handoff.png,135324,09505cfc115b3f556009b19febdd3a0d82d22a0b474e1c08f57dac54683dec85,image/png,True rotating-clock memory and handoff audit
06_ROTATING_MEMORY/support_rotating_memory_audit_Q550_mother_form.png,79338,354f330006363ca550b51e0760cc67bf11e28f5c33263e04a18bc64515795c18,image/png,True rotating-clock memory and handoff audit
06_ROTATING_MEMORY/support_rotating_memory_audit_Q550p0_norm_relay_english.png,60340,3390e3140409690696f8ef48dab4d1f138509ffcddc73a56987e5cc400e86368,image/png,True rotating-clock memory and handoff audit
06_ROTATING_MEMORY/support_rotating_memory_audit_console.log,8677,9e4671043f402b92032ae810d12adc3ccc0ba1106e7a67bf91db5b6f1cdcddf4,application/octet-stream,True rotating-clock memory and handoff audit
06_ROTATING_MEMORY/support_rotating_memory_audit_continuity.csv,45579,a1e9bf3070c680e7467d2eae70851d62ff32659b540fe0e2e9117f22452d163f,text/csv,True rotating-clock memory and handoff audit
06_ROTATING_MEMORY/support_rotating_memory_audit_growth_comparison_english.png,212986,3c6cb1d868e46f0555a49ad867cc3359c1ea889a0a829185fc9ab7a3216f74a5,image/png,True rotating-clock memory and handoff audit
06_ROTATING_MEMORY/support_rotating_memory_audit_memory_comparison.png,329932,3666a076409c214f0f8cc4e0f56d4001b6e967eab570672391035c838b7449ba,image/png,True rotating-clock memory and handoff audit
06_ROTATING_MEMORY/support_rotating_memory_audit_phase_profiles.csv,260640,d4541355cf258b761acfa63c4981c7b1bcf989e752d9469ee3ec8d71dbcdb09e,text/csv,True rotating-clock memory and handoff audit
06_ROTATING_MEMORY/support_rotating_memory_audit_raw.npz,149435,be4963d7d0523c1ae4df2f08802d0e71b5d61a139d76b7beb1a65a853e8fb1d8,application/octet-stream,True rotating-clock memory and handoff audit
06_ROTATING_MEMORY/support_rotating_memory_audit_report.txt,7920,10053a90623784641bc99b60b1a162f8d46397e077065c8d533c74b07a0bf59a,text/plain,True rotating-clock memory and handoff audit
06_ROTATING_MEMORY/support_rotating_memory_audit_rotation_growth.png,376792,7ee6b72314abd06cb12bf514b47564123513d710d24c3a1675f9312f8c81fee7,image/png,True rotating-clock memory and handoff audit
06_ROTATING_MEMORY/support_rotating_memory_audit_rotations.csv,16473,fe1ca40f9d7c7a2fb5ae9539ebd94189b576f8b47ea9feae71a752681c106dd0,text/csv,True rotating-clock memory and handoff audit
06_ROTATING_MEMORY/support_rotating_memory_audit_summary.csv,3766,f8f29286a0a317ee1af123876ebf18d5d3e4d235290f1e4b7d077baa1bb62f8e,text/csv,True rotating-clock memory and handoff audit
07_SINGLE_WHIP/support_single_whip_audit_Q522p25_aligned_stroke.png,451474,ef1d758e9480bb7db847798c1ecad88fa6ab2cd3cbdf608c89126bdfaf16dd1f,image/png,Elementary antiperiodic tangent-line stroke
07_SINGLE_WHIP/support_single_whip_audit_Q522p25_growth.png,457492,694312300544442f993f5f8e7791bf8e127d2d80c87b1d845ad3eb2ec37c3a06,image/png,Elementary antiperiodic tangent-line stroke
07_SINGLE_WHIP/support_single_whip_audit_Q522p25_recurrence.png,274793,902288c2c9e68c6bbb1842cc05ed12d9c396b5b1231b6b2a94642cc348465704,image/png,Elementary antiperiodic tangent-line stroke
07_SINGLE_WHIP/support_single_whip_audit_Q522p25_two_signed_strokes.png,414200,3180bb85f281a940642622c1339aadf200c27d37fe858c112e64e347047fbbf8,image/png,Elementary antiperiodic tangent-line stroke
07_SINGLE_WHIP/support_single_whip_audit_Q550_aligned_stroke.png,456432,5a414521a75f85f17c4c3b91a995c49a1120d4e89e389b689457e0a4bcf3b189,image/png,Elementary antiperiodic tangent-line stroke
07_SINGLE_WHIP/support_single_whip_audit_Q550_growth.png,468461,70cf05b22ef51e18481521bdbf53eebded661a2d84ecb28a0535801a046c3d34,image/png,Elementary antiperiodic tangent-line stroke
07_SINGLE_WHIP/support_single_whip_audit_Q550_recurrence.png,273380,1047c1abcd81bfe1fd50eaf949b2b752dd1aeec234feb48f83157adcab942cab,image/png,Elementary antiperiodic tangent-line stroke
07_SINGLE_WHIP/support_single_whip_audit_Q550_two_signed_strokes.png,411954,ca5dfb3de8ca64621d7349082dfb1414625bc1af74a97c73265afe38546e9983,image/png,Elementary antiperiodic tangent-line stroke
07_SINGLE_WHIP/support_single_whip_audit_comparison.png,286141,8bbfb877703aa07b736b167c82d634c0bb1bf802ee3a503e9ead1876fae1dc2e,image/png,Elementary antiperiodic tangent-line stroke
07_SINGLE_WHIP/support_single_whip_audit_console.log,6058,fb317d8df449ba5e00fc9a5b6d1f7e73bbc70eac20627e5ed8f2ecb6fcd1eb40,application/octet-stream,Elementary antiperiodic tangent-line stroke
07_SINGLE_WHIP/support_single_whip_audit_profiles.csv,271032,88bf3c8fbf5598e9d6794d4d876efe85fdbb008545aeb38e102edfab667853e1,text/csv,Elementary antiperiodic tangent-line stroke
07_SINGLE_WHIP/support_single_whip_audit_raw.npz,152775,34c0a288cacd329b542f12c748f34187084cc3f37700a75ac78b93c953693eba,application/octet-stream,Elementary antiperiodic tangent-line stroke
07_SINGLE_WHIP/support_single_whip_audit_recurrence.csv,77804,4e66b360629df666d5051b46ddb82bf4a3ede4d19c869eaffe4c3533882a5d29,text/csv,Elementary antiperiodic tangent-line stroke
07_SINGLE_WHIP/support_single_whip_audit_report.txt,5248,9bcc92b491f48bf95f4567a492924d33ee10c058dd8a4540bb353177320edcdf,text/plain,Elementary antiperiodic tangent-line stroke
07_SINGLE_WHIP/support_single_whip_audit_segments.csv,12989,3ca49a2b5e49fe1dd811bfe1005918b9ee426500dee6a484ef429784f8de7fb5,text/csv,Elementary antiperiodic tangent-line stroke
07_SINGLE_WHIP/support_single_whip_audit_summary.csv,2978,fdfe64891ebb7a5d37cc7cc631ff3e5eddda37206887099b90f9e4ca94b878c0,text/csv,Elementary antiperiodic tangent-line stroke
08_SCRIPTS/README.md,426,fccf48ce6750f1d29de10cc53384c6b91b0a5912d2da358890605a17215744d3,text/markdown,Available uploaded source code
08_SCRIPTS/test_support_tangent_cycle_audit.py,45274,bee95d86ac53a569ad3ebc32c5ac40e47a4077f4d94f483303ebed93ed0cbb72,text/x-python,Available uploaded source code
09_PROVENANCE/README.md,796,3e2b012b3609bae87ba5cfa07b27821ed0f4b6e1fff31653e0fc6bac3f442786,text/markdown,Command/output provenance captures
09_PROVENANCE/curtain_vs_q_full_console_capture.txt,94003,1e0d69868163708517208dc091171058f460614ec3cfcd29d89765b5b40ec52b,text/plain,Command/output provenance captures
OPEN_ME.md,234,49f0295234628f1ef25a7aa56c0d48e86bdf8e128734d34bc9b0d47dfc71cfd2,text/markdown,Archive entry
